simple_sku,product_name,sale_price,discounted_price,discounted_percentage,currency,"Category lv1","Category lv2","Category lv3",picture_url,image_url_2,image_url_3,image_url_4,image_url_5,tracking_link,brand,app_tracking_link
SA862ELAA1JXU7ANTH-3399792,"Sandisk MicroSD Ultra Class 10 48MB/S - 32GB(SQUNB-032G-GN3)",499.00,329.00,0,THB,Cameras,"Camera Accessories","Memory Cards",https://th-live-02.slatic.net/p/2/sandisk-microsd-ultra-class-10-48mbs-32gbsqunb-032g-gn3-1484716400-5399062-401d956f668c5ba9fb96dbc0a8ce62e9-product.jpg,https://th-live-02.slatic.net/p/2/sandisk-microsd-ultra-class-10-48mbs-32gbsqunb-032g-gn3-1484716400-5399062-29efb697db360314989077fda9690124-product.jpg,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsandisk-microsd-ultra-class-10-48mbs-32gbsqunb-032g-gn3-2609935.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Sandisk,http://ho.lazada.co.th/SHHWUy?sku=SA862ELAA1JXU7ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsandisk-microsd-ultra-class-10-48mbs-32gbsqunb-032g-gn3-2609935.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355ELAA7LEZKANTH-15898352,"FHD กล้องติดรถยนต์ WDR+HDR ทำงานร่วมกัน2ระบบ หน้าจอใหญ่ 3.2นิ้ว ดูเต็มตา สะใจ Parking Monitor บอดี้โลหะ รุ่น MAX BRIGHT สว่างกลางคืน (Black)",2390.00,799.00,0,THB,Cameras,"Car Cameras",,https://th-live-02.slatic.net/p/2/fhd-wdrhdr-2-32-parking-monitor-max-bright-black-1507060863-21565721-cd63b255bb7a6f9a56c881ee46881eae-product.jpg,https://th-live-02.slatic.net/p/2/fhd-wdrhdr-2-32-parking-monitor-max-bright-black-1507057271-21565721-31f0de789eada76472d30b59258ca864-product.jpg,https://th-live-02.slatic.net/p/2/fhd-wdrhdr-2-32-parking-monitor-max-bright-black-1507057271-21565721-6acc694545c2db4220ff1e7d919d4599-product.jpg,https://th-live-02.slatic.net/p/2/fhd-wdrhdr-2-32-parking-monitor-max-bright-black-1507057271-21565721-21127a86757439d3ab1902f7ae92a970-product.jpg,https://th-live-02.slatic.net/p/2/fhd-wdrhdr-2-32-parking-monitor-max-bright-black-1507057271-21565721-97496ee131f6ee996d49b033b75db335-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Ffhd-wdrhdr-2-32-parking-monitor-max-bright-black-12756512.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Unbranded/Generic,http://ho.lazada.co.th/SHHWUy?sku=UN355ELAA7LEZKANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Ffhd-wdrhdr-2-32-parking-monitor-max-bright-black-12756512.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355FAAAQMPG2ANTH-54036007,"Kadell Womens Vintage Soft Leather Handbag Tote Satchel Shoulder Bag Top Handle Purse Dark Grey - intl",17378.00,8410.00,0,THB,"Bags and Travel","Women Bags","Wallets & Accessories",https://th-live-03.slatic.net/p/7/kadell-womens-vintage-soft-leather-handbag-tote-satchel-shoulder-bag-top-handle-purse-dark-grey-intl-1505852089-62492744-fb117122204f224f0edf83ae053bf09b-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fkadell-womens-vintage-soft-leather-handbag-tote-satchel-shoulder-bag-top-handle-purse-dark-grey-intl-44729426.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," Shoulder belt: 21.65"""" It can easily hold your iPad mobile phones, wallets, cosmetics, sunglasses and any other small necessiti",http://ho.lazada.co.th/SHHWUy?sku=UN355FAAAQMPG2ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fkadell-womens-vintage-soft-leather-handbag-tote-satchel-shoulder-bag-top-handle-purse-dark-grey-intl-44729426.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355FAAAQQB9LANTH-54269635,"Degohome Canvas City Tote Handbag Shoulder Mix Color Bag for Women Girl Work School - intl",5562.00,4622.00,0,THB,"Bags and Travel","Women Bags","Wallets & Accessories",https://th-live-01.slatic.net/p/7/degohome-canvas-city-tote-handbag-shoulder-mix-color-bag-for-women-girl-work-school-intl-1505873554-37679844-0dcfcf27eac530575e57a8a93abe320b-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fdegohome-canvas-city-tote-handbag-shoulder-mix-color-bag-for-women-girl-work-school-intl-44897673.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,"Handbag(9.0""""L x 1.57""""W x 5.9""""H). MAIN MATERIAL: high density cotton canvas,cotton lining and genuine metal zips. FASHION CANV",http://ho.lazada.co.th/SHHWUy?sku=UN355FAAAQQB9LANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fdegohome-canvas-city-tote-handbag-shoulder-mix-color-bag-for-women-girl-work-school-intl-44897673.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355OTAAQMPT6ANTH-54036598,"BodyJ4You Watch Movement Cufflinks for Shirt Steampunk Mens Cufflink - intl",3438.00,3438.00,0,THB,Motors,Automotive,"Auto Parts & Spares",https://th-live-02.slatic.net/p/8/bodyj4you-watch-movement-cufflinks-for-shirt-steampunk-mens-cufflink-intl-1505852164-89892744-0447652e248d06a058f731320c57580c-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fbodyj4you-watch-movement-cufflinks-for-shirt-steampunk-mens-cufflink-intl-44729898.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," Width: 18.4mm(0.72"""") Men's Cufflinks Silvertone Vintage Watch Movement for Shirt, Color: Silvertone and goldtone Brand : BodyJ",http://ho.lazada.co.th/SHHWUy?sku=UN355OTAAQMPT6ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fbodyj4you-watch-movement-cufflinks-for-shirt-steampunk-mens-cufflink-intl-44729898.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
KI572ELAALZ9IGANTH-44350598,"Kingston Kingston Memory Card Micro SD SDHC 32 GB Class 10 คิงส์ตันเมมโมรี่การ์ด 32 GB 2pcs",1100.00,235.00,0,THB,Cameras,"Camera Accessories","Memory Cards",https://th-live-02.slatic.net/p/2/kingston-kingston-memory-card-micro-sd-sdhc-32-gb-class-10-32-gb-2pcs-1501834323-42271963-8f6116d4236e7441d23b6b5ad60b2b73-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fkingston-kingston-memory-card-micro-sd-sdhc-32-gb-class-10-32-gb-2pcs-36917224.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Kingston,http://ho.lazada.co.th/SHHWUy?sku=KI572ELAALZ9IGANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fkingston-kingston-memory-card-micro-sd-sdhc-32-gb-class-10-32-gb-2pcs-36917224.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
HO202ELAA4O2JWANTH-10028157,"hoco m1หูฟัง ของแท้100% หูฟังสำหรับ หูฟังiphone หูฟังไอโฟน หูฟัง สมอลทอร์ค(สีขาว)แพ็คคู่ 2ชิ้น",580.00,134.00,0,THB,"TV, Audio / Video, Gaming & Wearables",Audio,"Headphones & Headsets",https://th-live-03.slatic.net/p/2/hoco-m1-100-iphone-2-1471927520-6151487-a12c2b8fe6a533ad09d721bc70a57697-product.jpg,https://th-live-03.slatic.net/p/2/hoco-m1-100-iphone-2-1471927520-6151487-3a89d63ce7c86d62360b3ad3db49c268-product.jpg,https://th-live-03.slatic.net/p/2/hoco-m1-100-iphone-2-1471927520-6151487-517cb8ab2c040a6e810ca00f63f17ac9-product.jpg,https://th-live-02.slatic.net/p/2/hoco-m1-100-iphone-2-1471927520-6151487-87a062e96b3868a11f5540f6b9aa587c-product.jpg,https://th-live-01.slatic.net/p/2/hoco-m1-100-iphone-2-1471927520-6151487-45ab4ed8a549c40c4cf626e7529f2742-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fhoco-m1-100-iphone-2-7841516.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Hoco,http://ho.lazada.co.th/SHHWUy?sku=HO202ELAA4O2JWANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fhoco-m1-100-iphone-2-7841516.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
BL617ELAA8SPO0ANTH-18098899,"Bluetooth หูฟังบลูทูธ 4.1 ฟังเพลง.รับสายสทนาได้ ขนาดเล็กเท่าหู(Black)",899.00,85.00,0,THB,"TV, Audio / Video, Gaming & Wearables",Audio,"Headphones & Headsets",https://th-live-02.slatic.net/p/2/bluetooth-41-black-1491410963-06567741-44e9118623042abaf5d45c3ee50279cf-product.jpg,https://th-live-03.slatic.net/p/2/bluetooth-41-black-1491410963-06567741-373eb7abe4e346321827fd555a90f3bd-product.jpg,https://th-live-02.slatic.net/p/2/bluetooth-41-black-1491410963-06567741-d70189272fb2a26b52a3907416aaed18-product.jpg,https://th-live-01.slatic.net/p/2/bluetooth-41-black-1491410963-06567741-1b774412b9c9bd463da4daa9f0c9d9a3-product.jpg,https://th-live-01.slatic.net/p/2/bluetooth-41-black-1491410963-06567741-8fcc2a5814c6eba2bfad83133c715509-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fbluetooth-41-black-14776560.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Bluetooth,http://ho.lazada.co.th/SHHWUy?sku=BL617ELAA8SPO0ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fbluetooth-41-black-14776560.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
PU712HLBPN8KANTH-2566758,"Purina ONE Adult Salmon and Tuna เพียวริน่าวันแมวโตสูตรปลาแซลมอนและปลาทูน่า 1.4kg",289.00,259.00,0,THB,"Pet Supplies",Cat,"Cat Food",https://th-live-02.slatic.net/p/3/purina-one-adult-salmon-and-tuna-14kg-1503981319-2103491-4255bc59547df8ed6f29ac65125b8bdc-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fpurina-one-adult-salmon-and-tuna-14kg-1943012.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,"Purina One",http://ho.lazada.co.th/SHHWUy?sku=PU712HLBPN8KANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fpurina-one-adult-salmon-and-tuna-14kg-1943012.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355TBAAQM7MHANTH-54006578,"Baybby Lightweight Canvas School Backpack Classic Schoolbag Student Laptop Daypack for Unisex - intl",6006.00,3842.00,0,THB,"Mother & Baby","Baby Gear","Backpacks & Carriers",https://th-live-03.slatic.net/p/4/baybby-lightweight-canvas-school-backpack-classic-schoolbag-student-laptop-daypack-for-unisex-intl-1505849160-92360744-2d0324903dbe66a5807aea067852ee82-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fbaybby-lightweight-canvas-school-backpack-classic-schoolbag-student-laptop-daypack-for-unisex-intl-44706329.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," Capacity: 20L -35L fits up to 14"""" notebook computer. Lightweight stylish cute school backpack, made of sturdy and practical hi",http://ho.lazada.co.th/SHHWUy?sku=UN355TBAAQM7MHANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fbaybby-lightweight-canvas-school-backpack-classic-schoolbag-student-laptop-daypack-for-unisex-intl-44706329.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
KA173HBAA5ZFGHANTH-12844071,"KALOW อาหารเสริมลดน้ำหนัก สำหรับคนลดยาก (30 แคปซูล) แถม! ChularDetox ชูล่า ดีท๊อกซ์ 1 ซอง",1950.00,775.00,0,THB,"Health & Beauty","Food Supplements","Weight Management",https://th-live-01.slatic.net/p/5/kalow-30-chulardetox-1-1479273313-37015001-93f9f1141c4cc220001b59e4eee5b789-product.jpg,https://th-live-03.slatic.net/p/5/kalow-30-chulardetox-1-1504432911-37015001-3cc51885935125ce3f42eb7928a4a3a2-product.jpg,https://th-live-02.slatic.net/p/5/kalow-30-chulardetox-1-1504432911-37015001-9649ac38de97cc0c920b0b36bce02679-product.jpg,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fkalow-30-chulardetox-1-10051073.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Kalo,http://ho.lazada.co.th/SHHWUy?sku=KA173HBAA5ZFGHANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fkalow-30-chulardetox-1-10051073.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
VI684FAAANJ988ANTH-47326607,"ดาวพร้อมกระเป๋าสะพาย กระเป๋า กระเป๋าเป้ กระเป๋าสะพายหลัง Backpack No.B01 - BLACK",599.00,190.00,0,THB,"Bags and Travel","Women Bags",Backpacks,https://th-live-02.slatic.net/p/7/backpack-nob01-black-1503734863-29592593-b0975e87aeebf7cfe1d9c3ae03a04b15-product.jpg,https://th-live-03.slatic.net/p/7/backpack-nob01-black-1503734863-29592593-4a5b482e6de10c11667edfb8cfb38358-product.jpg,https://th-live-02.slatic.net/p/7/backpack-nob01-black-1503734863-29592593-db25999f8539a47e888c016aac79344a-product.jpg,https://th-live-03.slatic.net/p/7/backpack-nob01-black-1503734863-29592593-8f61548e28d990c01e4866e734133b78-product.jpg,https://th-live-03.slatic.net/p/7/backpack-nob01-black-1503734863-29592593-9f37d6a3aaf3095fdc9dc9c55419620d-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fbackpack-nob01-black-39529592.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,VIP,http://ho.lazada.co.th/SHHWUy?sku=VI684FAAANJ988ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fbackpack-nob01-black-39529592.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
PO748ELAA4TVXOANTH-10347896,"Power Bank 50000 mAh รุ่น Q4 - Black (Free USB+ซองกำมะหยี่) มูลค่า90 บาท",699.00,189.00,0,THB,"Mobiles & Tablets","Mobile Accessories","Power Banks",https://th-live-01.slatic.net/p/2/power-bank-50000-mah-q4-black-free-usb-90-1473876260-6782118-54d24626a2314d227db49dbfc820f60e-product.jpg,https://th-live-03.slatic.net/p/2/power-bank-50000-mah-q4-black-free-usb-90-1473876260-6782118-55c0bf9c9e76071f2fe29f70b21dfdda-product.jpg,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fpower-bank-50000-mah-q4-black-free-usb-90-8112876.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,"Power Bank",http://ho.lazada.co.th/SHHWUy?sku=PO748ELAA4TVXOANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fpower-bank-50000-mah-q4-black-free-usb-90-8112876.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
